CATEGORY,FOOD ITEM,QUANTITY,UNIT,PROTEIN,NET CARBS,DIETARY FIBRE,TOTAL SUGARS,FATS,CALORIES,unit_category,Protein_Level,Carbs_Level,Fats_Level,Refined_Cluster_Description,Cluster_Number,Reverse_Cluster_Number
SNACKS SPECIAL,Koja Peanut Butter Choc Chip Crunch Bar 30g,100,G,6.0,10.4,0.0,3.3,5.3,0.0,Base Units,Medium,Medium,Medium,"Medium, Medium, Medium",62,62
SNACKS SPECIAL,Thins Onion Rings Original Roast Onion 85g,100,G,2.6,58.1,0.0,2.5,29.4,507.4,Base Units,Low,Very High,Very High,"Low, Very High, Very High",49,75
SNACKS SPECIAL,Cadbury Milk Chocolate Slices Raspberry Block 178g,100,G,6.9,57.0,1.0,55.4,31.2,538.4,Base Units,Medium,Very High,Very High,"Medium, Very High, Very High",74,50
SNACKS SPECIAL,Ceres Organics Rice Cakes Quinoa 110g,100,G,7.1,74.2,0.0,1.0,3.7,358.5,Base Units,Medium,Very High,Low,"Medium, Very High, Low",71,53
SNACKS SPECIAL,Byron Bay Cookies Gluten Free White Choc Macadamia Cookie Bites 100g,100,G,5.5,55.1,0.0,30.1,29.5,507.9,Base Units,Medium,Very High,Very High,"Medium, Very High, Very High",74,50
SNACKS SPECIAL,Nibblish Vitality Bites Mango & Passionfruit 50g,100,G,2.5,69.0,0.0,59.0,0.8,293.2,Base Units,Low,Very High,Low,"Low, Very High, Low",46,78
SNACKS SPECIAL,Cheez It Snap'd Cheddar Cheese 185g,100,G,6.1,60.0,2.0,2.8,25.8,500.6,Base Units,Medium,Very High,Very High,"Medium, Very High, Very High",74,50
SNACKS SPECIAL,Primo Air - Dried Salami Sticks Barbecue 5 Pack,100,G,31.3,8.8,2.8,8.8,26.3,402.7,Base Units,Very High,Medium,Very High,"Very High, Medium, Very High",114,10
SNACKS SPECIAL,Pringles Chipotle Sour Cream Flavour Stacked Potato Chips 118g,100,G,4.5,57.9,3.4,3.2,28.9,516.5,Base Units,Low,Very High,Very High,"Low, Very High, Very High",49,75
SNACKS SPECIAL,Cadbury Old Gold Baileys Dark Chocolate Block 180g,100,G,4.3,63.9,0.0,56.2,21.0,461.8,Base Units,Low,Very High,Very High,"Low, Very High, Very High",49,75
SNACKS SPECIAL,Kitkat Milo Milk Chocolate Block 165g,100,G,6.6,56.1,0.0,47.2,31.6,535.2,Base Units,Medium,Very High,Very High,"Medium, Very High, Very High",74,50
SNACKS SPECIAL,Cadbury Caramilk Breakaway Chocolate Block 180g,100,G,5.8,55.5,0.0,50.5,35.3,562.9,Base Units,Medium,Very High,Very High,"Medium, Very High, Very High",74,50
SNACKS SPECIAL,Kez's Kitchen Gluten Free Choc Peanut Florentines 185g,100,G,9.8,63.4,3.0,47.3,19.7,476.1,Base Units,High,Very High,Very High,"High, Very High, Very High",99,25
SNACKS SPECIAL,Oreo Double Stuff Berry Choc Top Cookie Sandwich 131g,100,G,3.7,68.8,0.0,39.2,23.0,497.0,Base Units,Low,Very High,Very High,"Low, Very High, Very High",49,75
SNACKS SPECIAL,Kitkat Gooey Caramel Milk Chocolate Block 170g,100,G,5.3,60.8,0.0,49.4,26.3,501.1,Base Units,Medium,Very High,Very High,"Medium, Very High, Very High",74,50
SNACKS SPECIAL,Eclipse Strawberry Sugar Free Mints Tin 40g,100,G,0.0,0.0,0.0,0.0,1.0,9.0,Base Units,Very Low,Very Low,Low,"Very Low, Very Low, Low",1,123
SNACKS SPECIAL,Nice & Natural Smoothie Bars Raspberry Smash 5 Pack,100,G,6.1,48.4,0.0,18.7,10.1,308.9,Base Units,Medium,Very High,High,"Medium, Very High, High",73,51
SNACKS SPECIAL,Noway Collagen Marshmallow Bar Strawberry 45g,100,G,30.5,18.2,0.0,12.9,8.5,271.3,Base Units,Very High,High,High,"Very High, High, High",118,6
SNACKS SPECIAL,Carman's Nut Bars Almond Hazelnut & Vanilla 5 Pack,100,G,17.1,31.6,8.0,14.1,36.1,535.7,Base Units,High,High,Very High,"High, High, Very High",94,30
SNACKS SPECIAL,Lindt Lindor Assorted Chocolate Gift Box 235g,100,G,4.5,43.2,2.3,41.7,47.8,625.6,Base Units,Low,Very High,Very High,"Low, Very High, Very High",49,75
SNACKS SPECIAL,Cadbury Cherry Ripe Berry Truffle Milk Chocolate Bar 40g,100,G,4.9,52.6,0.0,43.9,26.7,470.3,Base Units,Medium,Very High,Very High,"Medium, Very High, Very High",74,50
SNACKS SPECIAL,Arnott's Bluey Sherbet Flavoured Muesli Bars 6 Pack,100,G,7.9,55.7,13.8,12.3,9.4,366.6,Base Units,High,Very High,High,"High, Very High, High",98,26
SNACKS SPECIAL,Mcvities Healthy Choice Digestives 250g,100,G,7.3,61.6,7.9,8.6,19.1,463.3,Base Units,Medium,Very High,Very High,"Medium, Very High, Very High",74,50
SNACKS SPECIAL,Cadbury Dairy Milk Slices Raspberry Chocolate Bar 50g,100,G,6.9,57.0,0.0,55.4,31.2,536.4,Base Units,Medium,Very High,Very High,"Medium, Very High, Very High",74,50
SNACKS SPECIAL,Kez's Kitchen Gluten Free Choc Raspberry Vienna Eclairs 190g,100,G,2.6,60.4,0.9,33.6,23.0,460.8,Base Units,Low,Very High,Very High,"Low, Very High, Very High",49,75
SNACKS SPECIAL,Koja Peanut Butter Chocolate Bar 30g,100,G,13.7,39.4,0.0,14.0,34.0,518.4,Base Units,High,High,Very High,"High, High, Very High",94,30
SNACKS SPECIAL,Haribo Sour S'ghetti 140g,100,G,1.1,84.0,0.0,50.0,0.1,341.3,Base Units,Very Low,Very High,Very Low,"Very Low, Very High, Very Low",20,104
SNACKS SPECIAL,Nice & Natural Roasted Nut Bars Strawberry & Cream Flavoured 192g,100,G,15.6,31.9,0.0,14.7,36.2,515.8,Base Units,High,High,Very High,"High, High, Very High",94,30
SNACKS SPECIAL,Cadbury Dairy Milk Pink Lemonade Chocolate Bar 46g,100,G,5.4,64.8,0.0,59.3,21.2,471.6,Base Units,Medium,Very High,Very High,"Medium, Very High, Very High",74,50
SNACKS SPECIAL,Cadbury Twirl Breakaway Cookie Dough Milk Chocolate Bar 32g,100,G,6.6,60.6,0.0,53.2,28.1,521.7,Base Units,Medium,Very High,Very High,"Medium, Very High, Very High",74,50
SNACKS SPECIAL,Crankt Protein + Energy Bar Salted Caramel ,60,G,12.2,1.7,1.8,1.4,4.3,97.9,Base Units,High,Low,Medium,"High, Low, Medium",82,42
SNACKS SPECIAL,Byron Bay Cookies Gluten Free Dotty Cookie Bites  25g,2,COOKIES,1.3,14.7,0.0,9.0,6.3,120.7,Serving Units,Very Low,High,Medium,"Very Low, High, Medium",17,107
SNACKS SPECIAL,Kettle Sweet Potato Chips Sea Salt ,25,G ,1.0,11.8,2.0,3.3,8.6,132.6,Unknown,Very Low,Medium,High,"Very Low, Medium, High",13,111
SNACKS SPECIAL,Maltesers Dark Chocolate Snack & Share Bag 25 g,11,PCS,1.4,15.8,0.0,12.3,6.0,122.8,Count Units,Low,High,Medium,"Low, High, Medium",42,82
SNACKS SPECIAL,Cheez It Snap'd Sour Cream & Onion 30g,20,CRISP,1.9,18.0,0.7,1.1,7.7,150.3,Unknown,Low,High,High,"Low, High, High",43,81
SNACKS SPECIAL,Cadbury Dairy Milk Slices Lamington Chocolate Block 25 g,4,SQUARE ,1.6,14.2,0.0,13.5,7.1,127.1,Unknown,Low,High,High,"Low, High, High",43,81
SNACKS SPECIAL,Natural Chip Co Sea Salt & Cracked Pepper,25,G ,1.8,12.7,1.0,0.6,6.8,121.2,Unknown,Low,Medium,High,"Low, Medium, High",38,86
SNACKS SPECIAL,Cadbury Old Gold Slices Mint Crème Dark Chocolate Block 25 g,4,SQUARE ,1.2,14.5,0.0,13.7,7.8,133.0,Unknown,Very Low,High,High,"Very Low, High, High",18,106
SNACKS SPECIAL,Chokito Caramel Milk Chocolate Block 18.9g,1,ROW,1.2,11.7,0.0,10.4,4.8,94.8,Unknown,Very Low,Medium,Medium,"Very Low, Medium, Medium",12,112
SNACKS SPECIAL,Olina's Bakehouse Bakehouse Artisan Cookies Dark Chocolate Coffee 15g,1,PC,0.9,10.3,0.0,6.6,3.2,73.6,Unknown,Very Low,Medium,Low,"Very Low, Medium, Low",11,113
SNACKS SPECIAL,Nibblish Gently Baked Mango ,20,G ,0.6,13.6,0.0,11.3,0.1,57.7,Unknown,Very Low,High,Very Low,"Very Low, High, Very Low",15,109
SNACKS SPECIAL,Mcvitie's Hobnobs Dark Chocolate Oat Snap Cookie 18.7g,1,BISCUIT,1.3,11.3,0.0,5.8,4.5,90.9,Unknown,Very Low,Medium,Medium,"Very Low, Medium, Medium",12,112
SNACKS SPECIAL,Arnott's Snack Right Crispy Cracker Biscuits Sea Salt & Vinegar 25g,1,PACK,1.6,13.6,2.5,0.5,5.8,118.0,Container Units,Low,High,Medium,"Low, High, Medium",42,82
SNACKS SPECIAL,Nibblish Vitality Bites Mango ,25,G ,0.8,17.0,0.0,14.0,0.1,72.1,Unknown,Very Low,High,Very Low,"Very Low, High, Very Low",15,109
SNACKS SPECIAL,Woolworths Roasted & Salted Macadamias,30,G ,2.8,1.9,2.5,1.5,21.4,216.4,Unknown,Low,Low,Very High,"Low, Low, Very High",34,90
SNACKS SPECIAL,Loacker Wafers White Tortina 21g,1,LOACKER,1.9,10.7,0.11,9.4,7.4,117.22,Unknown,Low,Medium,High,"Low, Medium, High",38,86
SNACKS SPECIAL,Milkybar Cookies & Cream White Choc Block 18.9g,1,ROW,1.3,10.8,0.0,10.0,6.1,103.3,Unknown,Very Low,Medium,Medium,"Very Low, Medium, Medium",12,112
SNACKS SPECIAL,Olina's Bakehouse Gluten Free Sunflower Seed & Fig Cracker ,15,G ,1.2,9.8,1.2,3.6,1.6,60.8,Unknown,Very Low,Medium,Low,"Very Low, Medium, Low",11,113
SNACKS SPECIAL,Nibblish Gently Baked Strawberry ,20,G ,0.4,13.5,0.0,11.6,0.04,55.96,Unknown,Very Low,High,Very Low,"Very Low, High, Very Low",15,109
SNACKS SPECIAL,Nice & Natural Smoothie Bars Raspberry Smash  20 g,1,BAR,1.2,9.7,0.0,3.7,2.0,61.6,Count Units,Very Low,Medium,Low,"Very Low, Medium, Low",11,113
SNACKS SPECIAL,Cadbury Vanilla Passionfruit Slice Chocolate Block 25g,4,SQUARE ,1.3,15.1,0.0,14.2,6.2,121.4,Unknown,Very Low,High,Medium,"Very Low, High, Medium",17,107
SNACKS SPECIAL,Crunch Milk Chocolate Block  18.9g,1,ROW,1.2,11.6,0.0,9.8,5.2,98.0,Unknown,Very Low,Medium,Medium,"Very Low, Medium, Medium",12,112
SNACKS SPECIAL,Arnott's Snack Right Oaty Bites Fruit & Oat 25g,1,pack,1.3,15.4,2.0,4.2,4.9,114.9,Unknown,Very Low,High,Medium,"Very Low, High, Medium",17,107
SNACKS SPECIAL,Pringles South American Bbq Flavour Stacked Potato Chips ,25,G ,1.2,14.9,0.8,0.3,6.9,128.1,Unknown,Very Low,High,High,"Very Low, High, High",18,106
SNACKS SPECIAL,Pringles Zesty Chilli & Lime Flavour,25,G ,1.2,14.0,1.0,0.6,7.2,127.6,Unknown,Very Low,High,High,"Very Low, High, High",18,106
SNACKS SPECIAL,Darrell Lea Rocklea Road With Caramel Bits Chocolate Block  ,25,G,1.4,14.2,0.0,13.6,7.4,129.0,Base Units,Low,High,High,"Low, High, High",43,81
SNACKS SPECIAL,Nibblish Gently Baked Strawberry 20g,2,PCS,0.4,13.5,0.0,11.6,0.04,55.96,Count Units,Very Low,High,Very Low,"Very Low, High, Very Low",15,109
SNACKS SPECIAL,Cadbury Pascall Chocolate Caramels Lollies Snack & Share Bag 25G,2,PCS,0.4,16.4,0.35,12.1,4.8,111.1,Count Units,Very Low,High,Medium,"Very Low, High, Medium",17,107
SNACKS SPECIAL,Cadbury Milk Chocolate Slices Raspberry Block 25g,4,SQUARE ,1.7,14.2,0.2,13.8,7.8,134.2,Unknown,Low,High,High,"Low, High, High",43,81
SNACKS SPECIAL,Cadbury Old Gold Slices Mint Crème Dark Chocolate Block  25g,4,SQUARE ,1.2,14.5,0.0,13.7,7.8,133.0,Unknown,Very Low,High,High,"Very Low, High, High",18,106
SNACKS SPECIAL,Woolworths Almonds Natural,30,G,5.9,1.6,3.3,1.6,15.2,173.4,Base Units,Medium,Low,Very High,"Medium, Low, Very High",59,65
SNACKS SPECIAL,Woolworths Roasted & Salted Macadamias,30,G,2.8,1.9,2.5,1.5,21.4,216.4,Base Units,Low,Low,Very High,"Low, Low, Very High",34,90
SNACKS SPECIAL,Loacker Wafers White Tortina 21g,1,LOACKER,1.9,10.7,0.11,9.4,7.4,117.22,Unknown,Low,Medium,High,"Low, Medium, High",38,86
SNACKS SPECIAL,Darrell Lea Caramel Cheesecake Milk Chocolate,25,G,1.1,17.7,0.0,14.2,5.3,122.9,Base Units,Very Low,High,Medium,"Very Low, High, Medium",17,107
SNACKS SPECIAL,Cadbury Vanilla Passionfruit Slice Chocolate Block 25g,4,SQUARE ,1.3,15.1,0.0,14.2,6.2,121.4,Unknown,Very Low,High,Medium,"Very Low, High, Medium",17,107
SNACKS SPECIAL,Nibblish Vitality Bites Mango Pineapple And Lime,25,G,0.7,17.5,0.0,14.2,0.1,73.7,Base Units,Very Low,High,Very Low,"Very Low, High, Very Low",15,109
SNACKS SPECIAL,Arnott's Bluey Sherbet Flavoured Muesli Bars 30G,1,BAR,2.4,16.7,4.1,3.7,2.8,109.8,Count Units,Low,High,Low,"Low, High, Low",41,83
SNACKS SPECIAL,Cc's Corn Chips Tangy Salsa ,25,G,1.8,14.8,0.0,0.6,6.9,128.5,Base Units,Low,High,High,"Low, High, High",43,81
SNACKS SPECIAL,Mcvities Rich Tea Biscuits 8.3g,1,BISCUIT,0.6,5.6,0.7,1.1,1.4,38.8,Unknown,Very Low,Low,Low,"Very Low, Low, Low",6,118
SNACKS SPECIAL,In A Biskit Loaded Cheese Crackers 25g,14,BISCUIT,1.9,17.0,0.0,1.3,4.4,115.2,Unknown,Low,High,Medium,"Low, High, Medium",42,82
SNACKS SPECIAL,Olina's Bakehouse Gluten Free Sunflower Seed & Fig Cracker,15,G,1.2,9.8,1.2,3.6,1.6,60.8,Base Units,Very Low,Medium,Low,"Very Low, Medium, Low",11,113
SNACKS SPECIAL,Woolworths Walnuts ,30,G,4.3,0.9,1.9,0.8,20.8,211.8,Base Units,Low,Low,Very High,"Low, Low, Very High",34,90
SNACKS SPECIAL,Bhuja Crunchy Seasoned Peas 30g,1/3,CUP,5.5,13.2,4.3,0.2,5.2,130.2,Container Units,Medium,High,Medium,"Medium, High, Medium",67,57
SNACKS SPECIAL,Byron Bay Cookies Gluten Free Dotty Cookie Bites 25g,2,COOKIES,1.3,14.7,0.0,9.0,6.3,120.7,Serving Units,Very Low,High,Medium,"Very Low, High, Medium",17,107
SNACKS SPECIAL,Pringles Sweet Sticky American Bbq Flavour ,25,G,1.2,14.6,0.8,0.6,7.2,129.6,Base Units,Very Low,High,High,"Very Low, High, High",18,106
SNACKS SPECIAL,Nice & Natural Smoothie Bar Berrylicious 20g,1,BAR,1.2,10.1,3.0,3.7,2.0,69.2,Count Units,Very Low,Medium,Low,"Very Low, Medium, Low",11,113
SNACKS SPECIAL,Eclipse Grape Sugar Free Mints Tin  ,2,G,0.0,0.0,0.0,0.0,0.0,0.0,Base Units,Very Low,Very Low,Very Low,"Very Low, Very Low, Very Low",0,124
SNACKS SPECIAL,Olina's Bakehouse Bakehouse Artisan Cookies Dark Chocolate Coffee 15g,1,PC,0.9,10.3,0.0,6.6,3.2,73.6,Unknown,Very Low,Medium,Low,"Very Low, Medium, Low",11,113
SNACKS SPECIAL,Oreo Double Stuff Berry Choc Top Cookie Sandwich 23.8g,2,COOKIES,0.9,16.4,0.0,9.4,5.5,127.1,Serving Units,Very Low,High,Medium,"Very Low, High, Medium",17,107
SNACKS SPECIAL,Nice & Natural Roasted Nut Bars Strawberry & Cream Flavoured 32g,1,BAR,5.0,10.2,0.0,4.7,11.6,165.2,Count Units,Medium,Medium,High,"Medium, Medium, High",63,61
SNACKS SPECIAL,Cheez It Snap'd Cheddar Cheese 30g,20,CRISP,1.8,18.0,0.6,0.8,7.7,149.7,Unknown,Low,High,High,"Low, High, High",43,81
SNACKS SPECIAL,Kitkat Honeycomb Buzz Block Block 14.5g,1,ROW,6.0,10.4,0.0,3.3,5.3,0.0,Unknown,Medium,Medium,Medium,"Medium, Medium, Medium",62,62
SNACKS SPECIAL,Mentos Fruit Chews 2.7g,1,PC,0.0,2.5,0.0,1.9,0.2,11.8,Unknown,Very Low,Low,Very Low,"Very Low, Low, Very Low",5,119
SNACKS SPECIAL,Darrell Lea Campos Coffee Crunch Chocolate Block 25g,1,BLOCK,1.2,17.2,0.0,14.1,5.6,124.0,Unknown,Very Low,High,Medium,"Very Low, High, Medium",17,107
SNACKS SPECIAL,Oreo Mini Berry Choc Top Cookie Sandwich  20.40g,1,PACK/BAG,1.0,14.7,0.0,7.9,4.0,98.8,Unknown,Very Low,High,Medium,"Very Low, High, Medium",17,107
SNACKS SPECIAL,Chokito Caramel Milk Chocolate Block 18.9g,1,BLOCK,1.2,11.7,0.0,10.4,4.8,94.8,Unknown,Very Low,Medium,Medium,"Very Low, Medium, Medium",12,112
SNACKS SPECIAL,Chief Nutrition Chief Collagen Bar Hazelnut Brownie,45,G,15.6,5.7,3.6,2.4,13.5,213.9,Base Units,High,Low,High,"High, Low, High",83,41
SNACKS SPECIAL,Thins Chips Chilli ,25,G,1.7,13.2,0.0,0.3,7.6,128.0,Base Units,Low,High,High,"Low, High, High",43,81
SNACKS SPECIAL,Noway Collagen Jelly Bar Belgian Choc ,60,G,20.0,11.0,0.0,6.2,4.3,162.7,Base Units,High,Medium,Medium,"High, Medium, Medium",87,37
SNACKS SPECIAL,Darrell Lea Life Savers Fruit Tingles Milk Chocolate Block  25 g,1,BLOCK,1.3,15.3,0.0,13.9,6.1,121.3,Unknown,Very Low,High,Medium,"Very Low, High, Medium",17,107
SNACKS SPECIAL,Noway Collagen Marshmallow Bar Vanilla ,1,BAR,13.7,3.8,0.0,6.2,3.6,102.4,Count Units,High,Low,Low,"High, Low, Low",81,43
SNACKS SPECIAL,Cadbury Dairy Milk Slices Lamington Chocolate Block  25 g,1,LAMINGTON ,1.6,14.2,0.0,13.5,7.1,127.1,Unknown,Low,High,High,"Low, High, High",43,81
SNACKS SPECIAL,Carman's Nut Bars Choc Espresso,1,BAR,4.8,10.6,2.3,5.8,10.9,164.3,Count Units,Medium,Medium,High,"Medium, Medium, High",63,61
SNACKS SPECIAL,Arnott's Sourdough Crisps Cheddar & Roast Garlic Crackers 150g,18,G,1.6,10.5,0.6,0.5,4.3,88.3,Base Units,Low,Medium,Medium,"Low, Medium, Medium",37,87
SNACKS SPECIAL,Health Lab Holy Hazelnut Nut Butter Filled Balls 40 g,1,PACK,4.0,19.5,0.0,11.8,9.8,182.2,Container Units,Low,High,High,"Low, High, High",43,81
SNACKS SPECIAL,Nice & Natural Smoothie Bar Tropical Crush 20 G,1,PACK,1.2,10.2,3.7,3.5,2.0,71.0,Container Units,Very Low,Medium,Low,"Very Low, Medium, Low",11,113
SNACKS SPECIAL,Cadbury Caramilk Breakaway Chocolate Block 15 G,1,BLOCK,0.9,8.3,0.0,7.6,5.3,84.5,Unknown,Very Low,Medium,Medium,"Very Low, Medium, Medium",12,112
SNACKS SPECIAL,Arnott's Flatbread Dippers Parmesan & Basil Crackers,20,G,2.3,12.2,0.7,0.9,3.7,92.7,Base Units,Low,Medium,Low,"Low, Medium, Low",36,88
SNACKS SPECIAL,Lucky Natural Seed Mix With Pine Nuts ,30,G,8.3,2.4,2.43,0.7,15.1,183.56,Base Units,High,Low,Very High,"High, Low, Very High",84,40
SNACKS SPECIAL,Arnott's Cracker Chips Honey Soy Chicken ,18,G,1.3,11.7,0.6,0.8,3.6,85.6,Base Units,Very Low,Medium,Low,"Very Low, Medium, Low",11,113
SNACKS SPECIAL,Woolworths Almonds Tamari,,G,6.0,10.4,0.0,3.3,5.3,0.0,Base Units,Medium,Medium,Medium,"Medium, Medium, Medium",62,62
SNACKS SPECIAL,Woolworths Mixed Nuts Oven Roasted 200g,,G,6.0,10.4,0.0,3.3,5.3,0.0,Base Units,Medium,Medium,Medium,"Medium, Medium, Medium",62,62
SNACKS SPECIAL,Mcvitie's Digestives Fully Coated Biscuits ,1,BISCUIT,1.3,12.2,0.0,7.8,5.0,99.0,Unknown,Very Low,Medium,Medium,"Very Low, Medium, Medium",12,112
SNACKS SPECIAL,Darrell Lea Rocklea Road White Chocolate Block 25g,1,BLOCK,1.8,13.1,0.0,12.4,8.8,138.8,Unknown,Low,High,High,"Low, High, High",43,81
SNACKS SPECIAL,Olina's Bakehouse Gluten Free Fig & Almond Crackers ,1,SLICE / PC,1.0,10.5,0.0,4.2,1.6,60.4,Unknown,Very Low,Medium,Low,"Very Low, Medium, Low",11,113
SNACKS SPECIAL,Darrell Lea Strawberry Whipp Dark Chocolate Block 25g,1,BLOCK,1.0,14.2,0.0,13.1,6.9,122.9,Unknown,Very Low,High,High,"Very Low, High, High",18,106
SNACKS SPECIAL,Nestle Aero Orange Chocolate Block 118g,,,,,,,,,,Very High,Very High,Very High,"Very High, Very High, Very High",124,0
,,G,6.0,10.4,0.0,3.3,5.3,0.0,Base Units,,High,Very Low,Very Low,"High, Very Low, Very Low",75,49
SNACKS SPECIAL,Ob Finest Sourdough Crispbread Natural ,1,SLICE / PC,166.0,7.2,0.0,0.7,0.5,697.3,Unknown,Very High,Medium,Very Low,"Very High, Medium, Very Low",110,14
SNACKS SPECIAL,Mcvitie's Hobnobs Fully Coated Oat Snap Cookies ,1,BISCUIT,1.4,12.2,0.0,8.4,4.9,98.5,Unknown,Low,Medium,Medium,"Low, Medium, Medium",37,87
SNACKS SPECIAL,Arnott's Snack Right Crispy Cracker Biscuits Sweet Soy Chicken  25 g,1,PACK,1.6,14.0,2.5,1.1,5.8,119.6,Container Units,Low,High,Medium,"Low, High, Medium",42,82
SNACKS SPECIAL,Woolworths Almonds Oven Roasted 225g,,G,6.0,10.4,0.0,3.3,5.3,0.0,Base Units,Medium,Medium,Medium,"Medium, Medium, Medium",62,62
SNACKS SPECIAL,Arnott's Seeded Crackers Rustic Herbs 100g,,G,6.0,10.4,0.0,3.3,5.3,0.0,Base Units,Medium,Medium,Medium,"Medium, Medium, Medium",62,62
SNACKS SPECIAL,La Spearmint Sugar Free Chewing Gum Bottle 1.5 g,1,CHEW GUM,0.0,1.1,0.0,0.0,0.0,4.4,Unknown,Very Low,Low,Very Low,"Very Low, Low, Very Low",5,119
SNACKS SPECIAL,Kitkat Gold Crush Block 160g,,G,6.0,10.4,0.0,3.3,5.3,0.0,Base Units,Medium,Medium,Medium,"Medium, Medium, Medium",62,62
SNACKS SPECIAL,Go Natural Bars Macadamia Dream ,50,G,2.4,25.6,2.9,19.5,17.5,275.3,Base Units,Low,High,Very High,"Low, High, Very High",44,80
SNACKS SPECIAL,Cadbury Dream Marvellous Creations 25g,1,SERVE (2 PC ),1.4,15.5,0.0,14.6,7.1,131.5,Unknown,Low,High,High,"Low, High, High",43,81
SNACKS SPECIAL,Well Naturally Milk Choc Almonds ,,,6.0,10.4,0.0,3.3,5.3,0.0,Unknown,Medium,Medium,Medium,"Medium, Medium, Medium",62,62
SNACKS SPECIAL,Health Lab Aussie Lamington Jam Filled Chocolate Coated Balls 40g,1,PACK,2.7,14.1,0.0,11.6,13.5,188.7,Container Units,Low,High,High,"Low, High, High",43,81
SNACKS SPECIAL,Olina's Bakehouse Bakehouse Artisan Cookies Chocolate Orange 15g,1,COOKIE,0.8,10.2,0.0,6.5,3.0,71.0,Unknown,Very Low,Medium,Low,"Very Low, Medium, Low",11,113
SNACKS SPECIAL,Cadbury Old Gold Brandy Snaps Dark Chocolate Block 25 g,1,SERVE (4 PC ),1.4,14.9,0.0,13.2,6.9,127.1,Unknown,Low,High,High,"Low, High, High",43,81
SNACKS SPECIAL,Haribo Sour S'ghetti 140g,,G,6.0,10.4,0.0,3.3,5.3,0.0,Base Units,Medium,Medium,Medium,"Medium, Medium, Medium",62,62
SNACKS SPECIAL,Kettle Vintage Cheddar With Cracked Peppercorns Chips 150g,,G,6.0,10.4,0.0,3.3,5.3,0.0,Base Units,Medium,Medium,Medium,"Medium, Medium, Medium",62,62
SNACKS SPECIAL,Olina's Bakehouse Bakehouse Cookies Lemon 15g,1,COOKIE,0.8,10.6,0.0,6.4,2.7,69.9,Unknown,Very Low,Medium,Low,"Very Low, Medium, Low",11,113
SNACKS SPECIAL,Kettle Crafted Collection Black Truffle & Sea Salt Chips 150g,,G,6.0,10.4,0.0,3.3,5.3,0.0,Base Units,Medium,Medium,Medium,"Medium, Medium, Medium",62,62
SNACKS SPECIAL,Nibblish Gently Baked Mixed Berries ,1,BERRY,0.5,19.5,1.4,15.8,0.1,83.7,Unknown,Very Low,High,Very Low,"Very Low, High, Very Low",15,109
SNACKS SPECIAL,Woolworths Cashew Roasted & Salted Snack Pots 180g,,G,6.0,10.4,0.0,3.3,5.3,0.0,Base Units,Medium,Medium,Medium,"Medium, Medium, Medium",62,62
SNACKS SPECIAL,Woolworths Sweet Dried Apricot Delight 180g,,G,6.0,10.4,0.0,3.3,5.3,0.0,Base Units,Medium,Medium,Medium,"Medium, Medium, Medium",62,62
SNACKS SPECIAL,Jila Mints 1.3g,1,MINT,1.0,1.3,0.0,1.3,1.0,127.1,Unknown,Very Low,Low,Low,"Very Low, Low, Low",6,118
SNACKS SPECIAL,Pascall Choc Mallow Strawberries & Crème Bites Snack & Share Bag 150g,,G,6.0,10.4,0.0,3.3,5.3,0.0,Base Units,Medium,Medium,Medium,"Medium, Medium, Medium",62,62
SNACKS SPECIAL,Haribo Happy Cherries 140g,,G,6.0,10.4,0.0,3.3,5.3,0.0,Base Units,Medium,Medium,Medium,"Medium, Medium, Medium",62,62
SNACKS SPECIAL,Kettle Crafted Collection Angus Beef & Caramelised Onion Chips 150g,,G,6.0,10.4,0.0,3.3,5.3,0.0,Base Units,Medium,Medium,Medium,"Medium, Medium, Medium",62,62
SNACKS SPECIAL,Noway Collagen Choc Orange Jelly Bar 60g,1,BAR,20.0,8.9,0.0,6.1,4.9,159.7,Count Units,High,Medium,Medium,"High, Medium, Medium",87,37
SNACKS SPECIAL,Arnott's Oat Crackers Parmesan 100g,,G,6.0,10.4,0.0,3.3,5.3,0.0,Base Units,Medium,Medium,Medium,"Medium, Medium, Medium",62,62
SNACKS SPECIAL,Nibblish Gently Baked Pineapple 80g,,G,6.0,10.4,0.0,3.3,5.3,0.0,Base Units,Medium,Medium,Medium,"Medium, Medium, Medium",62,62
SNACKS SPECIAL,Kitkat Drumstick Chocolate Block ,1,ROW ,1.2,10.6,0.0,9.1,5.3,94.9,Unknown,Very Low,Medium,Medium,"Very Low, Medium, Medium",12,112
SNACKS SPECIAL,The Natural Chip Company Cheese & Onion Chips ,25,G,1.7,13.4,0.0,0.6,6.8,121.6,Base Units,Low,High,High,"Low, High, High",43,81
SNACKS SPECIAL,Pascall Choc Orange Flavour Lumps Bites Snack & Share Bag 25g,1,SERVE (5 BLOCK),0.8,18.9,0.0,16.8,3.1,106.7,Unknown,Very Low,High,Low,"Very Low, High, Low",16,108
SNACKS SPECIAL,Pascall Chocolate Raspberry Lumps Bites Snack & Share Bag 25 g,1,SERVE (5 BLOCK),0.8,18.8,0.0,16.8,3.1,106.3,Unknown,Very Low,High,Low,"Very Low, High, Low",16,108
SNACKS SPECIAL,Woolworths Honey Macadamia 120g,,G,6.0,10.4,0.0,3.3,5.3,0.0,Base Units,Medium,Medium,Medium,"Medium, Medium, Medium",62,62
